,Unnamed: 0,술 이름,텍스트 내용,output,output2
32,32,너브내 스파클링 화이트 드라이,우리나라 최초의 샤르망 방식으로 만든 스파클링 와인으로 '청향'청포도의 향과 미세한 천연탄산이 와인에 풍부하게 녹아있어 마시는 내내 부드러운 맛과 깔끔한 산미를 즐길 수 있습니다.,"[['와인', 2], ['우리', 1], ['나라', 1], ['최초', 1], ['샤르망', 1], ['방식', 1], ['스파클', 1], ['청향', 1], ['청포도', 1], ['미세', 1], ['천연', 1], ['탄산', 1], ['풍부', 1], ['내내', 1], ['깔끔', 1], ['산미', 1]]","[('와인', 2), ('우리나라', 1), ('스파크', 1), ('청', 1), ('청포도', 1), ('미세', 1), ('연탄', 1), ('산이', 1), ('풍부', 1), ('부드럽', 1), ('깔끔', 1)]"
33,33,너브내 레드 드라이,"우리나라 최초의 레드와인 포도품종 '블랙아이', '블랙썬'으로 만들었으며 풍부한 안토시아닌과 한식에 어울리는 적당한 바디감, 스파이시한 맛을 가지고 있어 강원도 떼루아의 맛을 즐길 수 있습니다","[['우리', 1], ['나라', 1], ['최초', 1], ['레드와인', 1], ['포도', 1], ['품종', 1], [""블랙아이', "", 1], ['블랙', 1], ['풍부', 1], ['안토시아닌', 1], ['한식', 1], ['적당', 1], ['바디', 1], ['스파', 1], ['이시한', 1], ['강원도', 1], ['루아', 1]]","[('블랙', 2), ('우리나라', 1), ('레드', 1), ('와인', 1), ('포도', 1), ('품종', 1), ('아이', 1), ('썬', 1), ('풍부', 1), ('안토시아닌', 1), ('한식', 1), ('적당', 1), ('디', 1), ('스파이', 1), ('강원도', 1), ('떼루아', 1)]"
34,34,WON SOJU,"옹기숙성을 거친 감압 증류방식으로 탄생하여
부드러운 목넘김이 일품인 전통 증류식 소주","[['증류', 2], ['기숙', 1], ['감압', 1], ['방식', 1], ['탄생', 1], ['넘김', 1], ['일품', 1], ['전통', 1], ['소주', 1]]","[('옹기', 1), ('숙성', 1), ('감압 증류', 1), ('방식', 1), ('부드럽', 1), ('증류', 1), ('소주', 1)]"
35,35,화주 40,오양주의 맑은 술만을 따로 증류하여 3년 이상 숙성한 증류주,"[['양주', 1], ['증류', 1], ['이상', 1], ['숙성', 1], ['증류주', 1]]","[('양주', 1), ('맑', 1), ('숙성', 1), ('한', 1), ('증류주', 1)]"
36,36,화주 53,오양주의 맑은 술만을 따로 증류하여 3년 이상 숙성한 증류주,"[['양주', 1], ['증류', 1], ['이상', 1], ['숙성', 1], ['증류주', 1]]","[('양주', 1), ('맑', 1), ('숙성', 1), ('한', 1), ('증류주', 1)]"
37,37,화주 53 골드,오양주의 맑은 술만을 따로 증류하여 3년 이상 숙성한 증류주,"[['양주', 1], ['증류', 1], ['이상', 1], ['숙성', 1], ['증류주', 1]]","[('양주', 1), ('맑', 1), ('숙성', 1), ('한', 1), ('증류주', 1)]"
38,38,술그리다,오양주로 빚고 6개월 이상 발효와 숙성을 거친 깔끔한 탁주,"[['오양', 1], ['개월', 1], ['이상', 1], ['발효', 1], ['숙성', 1], ['깔끔', 1], ['탁주', 1]]","[('양주로', 1), ('발효', 1), ('숙성', 1), ('깔끔', 1)]"
39,39,이동 생 오곡막걸리,"오곡으로
풍부하게
고소하게
부드럽게

발효에 따른 생막컬리 맛 변화
숨쉬는 효모가 당분을 먹으며 발효를 지속합니다.
보관 기간에 따라 달라지는 생막걸리의 매력을 취향에 맞게 즐겨보세요.","[['발효', 2], ['오곡', 1], ['풍부', 1], ['고소', 1], ['컬리', 1], ['변화', 1], ['효모', 1], ['당분', 1], ['지속', 1], ['보관', 1], ['기간', 1], ['막걸리', 1], ['매력', 1], ['취향', 1]]","[('오곡', 1), ('풍부', 1), ('고소', 1), ('부드럽', 1), ('발효', 1), ('컬리', 1), ('효모', 1), ('막걸리', 1)]"
40,40,고택 찹쌀생주,"옛 양반들이 마사던
전통가양주(집에서 빚는 술)는
옛 전통을그대로 살린 기법을 이용하여
고택 집결쌀A<!푸(古宅密>i酉-상고 고택 찹쌀 生酒)로
새롭게 탄생시켰다.
특히 고택참쌓생주(고택일주)는 국내에서 생산된 순수한 국내산 찹쌀100%。와 누국,금강의 청정수를 주재료로 빚어낸
13.5%의 탁주이다. 또 전통방식에 따라 숙성시켜 “효모균” 이 살아있는 용법으로 만든순수한生酒다.
순수 발효주인 고택-찹쌀 生酒는 옛 선조들이 식사할 때 반주로 음용해 온 것으로 소량을 매일 마시면 건강에 좋습니다.
0 고택찹쌀생주의 특징
대다수 많은 술이 수입 밀가루,수입쌀을 재료로 사용하고 있다.
그러나 이술은 1000% 국산 찹쌀을 누룩으로 발효시켜 만든 순수한 전통술이다.
술이 익은 후에는 물이 전하 침가되지 않습니다.
우리의 전통술은 살균의 과정을 거치지 않은 生•,匾로 효모균이 실아있고+
또한 방부제를 전하사용하지 않았습니다.","[['고택', 6], ['찹쌀', 5], ['生', 4], ['순수', 4], ['전통', 3], ['酒', 3], ['생주', 2], ['국내', 2], ['효모균', 2], ['수입', 2], ['사용', 2], ['전통술', 2], ['전하', 2], ['양반', 1], ['마사', 1], ['가양주', 1], ['기법', 1], ['이용', 1], ['집결', 1], ['<!', 1], ['古', 1], ['宅', 1], ['密', 1], ['酉', 1], ['상고', 1], ['탄생', 1], ['일주', 1], ['생산', 1], ['100', 1], ['%。', 1], ['누국', 1], ['금강', 1], ['청정수', 1], ['주재료', 1], ['13', 1], ['탁주', 1], ['방식', 1], ['숙성', 1], ['용법', 1], ['발효주', 1], ['선조', 1], ['식사', 1], ['반주', 1], ['음용', 1], ['소량', 1], ['건강', 1], ['특징', 1], ['대다수', 1], ['밀가루', 1], ['재료', 1], ['1000', 1], ['국산', 1], ['누룩', 1], ['발효', 1], ['우리', 1], ['살균', 1], ['과정', 1], ['•,', 1], ['匾', 1], ['방부제', 1]]","[('찹쌀', 5), ('순수', 2), ('전하', 2), ('마사', 1), ('통가', 1), ('양주', 1), ('상고', 1), ('새롭', 1), ('주', 1), ('100%', 1), ('누', 1), ('금강', 1), ('청정', 1), ('한', 1), ('발효', 1), ('주인', 1), ('반주', 1), ('용해', 1), ('좋', 1), ('주의', 1), ('많', 1), ('밀가루', 1), ('수입', 1), ('재료', 1), ('누룩', 1), ('살균', 1), ('방부제', 1)]"
41,41,예미주,"예미주는 안동농협이 계약 재배한 고품질의 특화된
백진주 쌀로 빛어 부드럽고 깨끗한 약주입니다.
, 저온 숙성을 거친 13도 주로 위에 부담이 적어
목 넘김이 부드럽습니다.
일본의 '사케'와 다른 우리 쌀 고유의 맛과 향으로
해외 수출 주력 상품입니다.
. 또한 '예미주'는 일반 쌀의 깨끗하고 깔끔한 맛과
잡쌀의 부드럽고 묵직한 맛이 어우러진 백진주쌀로
만들어 차레주로 제격인 고급 전통주입니다.","[['백진주', 2], ['깨끗', 2], ['미주', 1], ['안동', 1], ['농협', 1], ['계약', 1], ['재배', 1], ['고품질', 1], ['특화', 1], ['약주', 1], ['저온', 1], ['숙성', 1], ['13', 1], ['부담', 1], ['넘김', 1], ['일본', 1], ['사케', 1], ['우리', 1], ['고유', 1], ['해외', 1], ['수출', 1], ['주력', 1], ['상품', 1], ['예미주', 1], ['일반', 1], ['깔끔', 1], ['묵직', 1], ['제격', 1], ['고급', 1], ['전통주', 1]]","[('부드럽', 3), ('미주', 2), ('진주', 2), ('깨끗', 2), ('안동', 1), ('농협', 1), ('품질', 1), ('숙성', 1), ('13', 1), ('적', 1), ('일본', 1), ('고유', 1), ('깔끔', 1), ('묵직', 1), ('레', 1), ('주', 1), ('전통주', 1)]"
42,42,그리움,"어떠한 첨가물도 넣지 않고 질 좋은 경기미로만
정성스럽게 빚은 우리술 입니다
소중한 인연에게 감사하고
존경하는 마음을 전하기 위한 술로써,
명절 기름진 음식에도 잘 어울리는
담백한 차례주입니다

일본청주와 일본식청주처럼 주정과 조미료 등이
전혀 들어가지 않은 순수 발효주로
오래 즐겨도 질리지 않습니다

쌀에서 오는 풍미는 살리되,
단맛과 끈적임을 줄여 모든 음식과 잘 어우러집 니다
알보핫이 거의 느껴지지 않는 부드러운 목넘김이 일품입니다

좋은 재료와 수십일의 정성으로 빚은 우리술뢰
값싸게 전하는 혼한 선물과는 쉽게 비교할 수 없는
최고의 명절 선물입니다","[['정성', 2], ['우리', 2], ['명절', 2], ['음식', 2], ['청주', 2], ['선물', 2], ['어떠', 1], ['첨가물', 1], ['경기', 1], ['소중', 1], ['인연', 1], ['감사', 1], ['존경', 1], ['마음', 1], ['담백', 1], ['차례', 1], ['일본', 1], ['일본식', 1], ['주정', 1], ['조미료', 1], ['순수', 1], ['발효주', 1], ['풍미', 1], ['단맛', 1], ['알보', 1], ['넘김', 1], ['일품', 1], ['재료', 1], ['수십', 1], ['비교', 1], ['최고', 1]]","[('좋', 2), ('명절', 2), ('일본', 2), ('청주', 2), ('어떠', 1), ('경기', 1), ('미로', 1), ('소중', 1), ('기름지', 1), ('담백', 1), ('주정', 1), ('조미료', 1), ('순수', 1), ('발효', 1), ('주', 1), ('단맛', 1), ('우', 1), ('러', 1), ('니다', 1), ('보', 1), ('부드럽', 1), ('재료', 1), ('일', 1), ('값싸', 1), ('쉽', 1), ('없', 1)]"
43,43,양주 불곡산,양주불곡산은 프리미엄 막걸리를 조금 더 대중화하고싶은 마음을 담아 양주도가의 독창적인 2가지 발효기법을 조합하여 우유처럼 고운 색감과 부드러움을 극대화한 식감을 느끼실 수 있습니다,"[['양주', 2], ['곡산', 1], ['프리미엄', 1], ['막걸리', 1], ['대중', 1], ['마음', 1], ['도가', 1], ['독창', 1], ['가지', 1], ['발효', 1], ['기법', 1], ['조합', 1], ['우유', 1], ['색감', 1], ['부드러움', 1], ['극대', 1], ['식감', 1]]","[('양주', 2), ('불곡산', 1), ('프리미엄', 1), ('막걸리', 1), ('도가', 1), ('발효', 1), ('우유', 1), ('고운', 1), ('부드럽', 1)]"
44,44,엄청주,"알코올와감미료없이
맛이 깔끔하고쀼한
임나무담금주

엄청 주의 원료인 엄나무 농장은 대구 달성군
가창면 우곡리 산골에서 직접 재배 중입니다.
공기 좋고 인적이 드문 맑은 물, 산골에서
재배하기 Ⅱ코술이름에|청(靑기을붙였습니다.

위스키 공법으로 제조하여 향이 진한
한잔을 마시더라도 몸에 좋은 것, 기분이 좋아지는 술!
엄청주는 자연친화적인 술, 대구 지역 특산주로
위스? | 공법으로 제작되어 향긋한 위스? | 맛으로 즐길 수 있습니다.

대구 달성군 우곡리 산골에서 직접 재배한 엄나무로
제철과일과 약초의 맛, 깊고 향긋한 향의7 |능까지 그대로
유지하는 담금주입니다. 위스身 공법으로 제조하여 전통주임에도
위스키향이 진합니다.

풍부한 사포닌으로 향도 건 강도
모두 챙긴 위스기형 담금주
거품01 풍부하게 발생하는 이유는 사포닌이 다량으로 함유되어있21 때문입니다.
엄나무의 풍부한 사포닌은 피부와 관절에 좋으며
강장효과가 우수합니다. 엄청주는 천연 재료를 사용하여 제작됩니다.","[['위스', 4], ['금주', 3], ['엄나무', 3], ['대구', 3], ['산골', 3], ['재배', 3], ['공법', 3], ['풍부', 3], ['사포닌', 3], ['달성군', 2], ['우곡리', 2], ['위스키', 2], ['제조', 2], ['제작', 2], ['향긋', 2], ['알코올', 1], ['감미료', 1], ['깔끔', 1], ['임나', 1], ['무담', 1], ['원료', 1], ['농장', 1], ['가창면', 1], ['공기', 1], ['인적', 1], ['이름', 1], ['靑', 1], ['한잔', 1], ['기분', 1], ['자연', 1], ['친화', 1], ['지역', 1], ['특산', 1], ['제철', 1], ['과일', 1], ['약초', 1], ['향의', 1], ['유지', 1], ['身', 1], ['전통', 1], ['주임', 1], ['향도', 1], ['기형', 1], ['거품', 1], ['01', 1], ['발생', 1], ['이유', 1], ['다량', 1], ['함유', 1], ['21', 1], ['때문', 1], ['피부', 1], ['관절', 1], ['강장', 1], ['효과', 1], ['우수', 1], ['천연', 1], ['재료', 1], ['사용', 1]]","[('엄', 5), ('나무', 4), ('좋', 4), ('금주', 3), ('대구', 3), ('산골', 3), ('공법', 3), ('풍부', 3), ('사포닌', 3), ('임', 2), ('달성군', 2), ('우곡리', 2), ('위스키', 2), ('청주', 2), ('향긋', 2), ('알코올', 1), ('감미료', 1), ('농장', 1), ('가창면', 1), ('공기', 1), ('드물', 1), ('맑', 1), ('청', 1), ('진한', 1), ('제철', 1), ('과일', 1), ('깊', 1), ('전통주', 1), ('진하', 1), ('향도', 1), ('강도', 1), ('거품', 1), ('01', 1), ('관절', 1)]"
45,45,월영,"안동의 수려한 산수에서 뿜어져 나오는 좋은 물과
100% 우리 쌀로 빛은 '월영안동소주'는 장기
숙성으로 그 맛이 순하고 부드러우며 깔끔한 맛이
특징입니다. 또한 염화시중의 연꽃과 연잎의 문양을
독자 개발 디자인하여 양각한 고품격 도자기 병과,
잔에 그 맛과 향을 고스란히 담았습니다.","[['안동', 1], ['수려', 1], ['산수', 1], ['100', 1], ['우리', 1], ['월영안동소주', 1], ['장기', 1], ['숙성', 1], ['깔끔', 1], ['특징', 1], ['염화시중', 1], ['연꽃', 1], ['연잎', 1], ['문양', 1], ['독자', 1], ['개발', 1], ['디자인', 1], ['양각', 1], ['고품격', 1], ['자기', 1]]","[('안동', 1), ('수려', 1), ('좋', 1), ('영', 1), ('안동소주', 1), ('숙성', 1), ('순하', 1), ('부드럽', 1), ('깔끔', 1), ('시중', 1), ('연꽃과', 1), ('도자기', 1), ('병과', 1)]"
46,46,나루생막걸리,쌀에서 나오는 천연 단맛과 깔끔한 산미로 목넘김이 좋은 막걸리,"[['천연', 1], ['단맛', 1], ['깔끔', 1], ['산미', 1], ['넘김', 1], ['막걸리', 1]]","[('단맛', 1), ('깔끔', 1), ('미로', 1), ('좋', 1), ('막걸리', 1)]"
47,47,용25,"쌀과 밀의 진한 풍미,
향기 뿜는 용소주","[['풍미', 1], ['향기', 1], ['용소', 1]]","[('진한', 1), ('소주', 1)]"
48,48,별산,"식초의 우수성에 작안하여
식초 발효균주와 막걸리 발효의
장점을 접목한
새로운 막걸리!
감식초의 상큼함
막걸리의 부드러운 감칠맛이
더해서 깊은 풍미가 느껴집니다

별산 막걸리는 화학첨가물을 일제넣지 않고
국내산 우수한 품질의 양주쌀로 만든 순수한 막걸리입니다
6년발효 감식초에서 추출한 발효균주로
두번 빚어 만든“이양주”입니다.","[['막걸리', 5], ['발효', 3], ['식초', 2], ['우수', 2], ['감식초', 2], ['균주', 1], ['장점', 1], ['접목', 1], ['상큼', 1], ['감칠맛', 1], ['풍미', 1], ['화학', 1], ['첨가물', 1], ['일제', 1], ['국내', 1], ['품질', 1], ['양주', 1], ['순수', 1], ['추출', 1], ['발효균', 1], ['이양주', 1]]","[('막걸리', 5), ('식초', 4), ('발효', 4), ('양주', 2), ('새롭', 1), ('상큼', 1), ('부드럽', 1), ('감칠맛', 1), ('깊', 1), ('품질', 1), ('6년', 1), ('이', 1)]"
49,49,고흥유자주,"시트러스 감성 전통주 '고유'
고흥 유자주는 100% 고흥유자, 고흥쌀로 빚은 살균 약주로 고흥 지역
특산주 입니다. 유자 특유의 상큼함과 적당한 달콤함이 느껴지는 '고유'
는 과거의 우리술과 현재의 우리 취향이 만나는 경험을 가져다 춥니다.
입안 전제에 퍼지는 유자향부터 목넘김 후 느낄 수 있는 곡물의 고소한
까지. 고흥유자추의 매력에 빠져보세요.","[['고흥', 5], ['유자', 4], ['고유', 2], ['우리', 2], ['트러스', 1], ['감성', 1], ['전통주', 1], ['유자주', 1], ['100', 1], ['살균', 1], ['약주', 1], ['지역', 1], ['특산', 1], ['특유', 1], ['상큼', 1], ['적당', 1], ['달콤', 1], ['과거', 1], ['현재', 1], ['취향', 1], ['경험', 1], ['입안', 1], ['전제', 1], ['넘김', 1], ['곡물', 1], ['소한', 1], ['추의', 1], ['매력', 1]]","[('고흥', 5), ('유자', 4), ('고유', 2), ('시트러스', 1), ('감성', 1), ('전통주', 1), ('유', 1), ('자주', 1), ('살균', 1), ('주', 1), ('상큼', 1), ('적당', 1), ('달콤', 1), ('곡물', 1), ('고소', 1), ('추', 1), ('매력', 1)]"
50,50,술헤는밤,"순수하고 진한 8% 무첨가 막걸리

'술헤는밤'은 쌀과 누룩만으로 빚어낸 수제 막걸리이다. 인공감미료을 첨가하지 않고 국내산 쌀과 전통누룩, 그리고 강원도 홍천의 청정한 물만으로 만들어진 제품으로 윤동주 시인의 별 헤는 밤처럼 추억과 사랑을 술 잔에 담아내고자 하는 마음으로 술을 빚었다. 알코 냄새가 거의 없이 부드럽고 고소한 맛이 특징이다.
[네이버 지식백과] 술헤는밤 - 부담없이 마시기 좋은 수제 막걸리 (한국전통주백과, (사)한국전통민속주협회, 한국가양주연구소, 전통주갤러리, 플레이온컴, 농림축산식품부, 한국농수산식품유통공사(aT))","[['한국', 4], ['막걸리', 3], ['첨가', 2], ['누룩', 2], ['수제', 2], ['전통', 2], ['백과', 2], ['전통주', 2], ['식품', 2], ['순수', 1], ['술헤는밤', 1], ['인공감미료', 1], ['국내', 1], ['강원도', 1], ['홍천', 1], ['청정', 1], ['제품', 1], ['윤동주', 1], ['시인', 1], ['추억', 1], ['사랑', 1], ['마음', 1], ['알코', 1], ['냄새', 1], ['고소', 1], ['특징', 1], ['네이버', 1], ['지식', 1], ['민속주', 1], ['협회', 1], ['가양주', 1], ['연구소', 1], ['갤러리', 1], ['플레', 1], ['이온', 1], ['농림', 1], ['축산', 1], ['농수산', 1], ['유통', 1], ['공사', 1], ['aT', 1]]","[('막걸리', 3), ('밤', 2), ('누룩', 2), ('한국', 2), ('전통주', 2), ('진한', 1), ('인공', 1), ('감미료', 1), ('강원도', 1), ('홍', 1), ('천', 1), ('윤동주', 1), ('추억', 1), ('알코', 1), ('부드럽', 1), ('고소', 1), ('네이버', 1), ('마시기', 1), ('좋', 1), ('백', 1), ('전통', 1), ('민속주', 1), ('국가', 1), ('양주', 1), ('연구소', 1), ('갤러리', 1), ('플레이', 1), ('온', 1), ('농림', 1), ('축산', 1), ('한국농수산식품유통공사', 1)]"
51,51,탱자:C,"순곡주 전통방식 이양주 담금
탱자 방효 증류주

상큼한 신맛과 탱자향이 입안을 깔끔하게 하고 목 넘김후 찾아오는 곡주, 단감의 은은한 단맛이 조화로운 증류주","[['곡주', 2], ['탱자', 2], ['증류주', 2], ['전통', 1], ['방식', 1], ['양주', 1], ['담금', 1], ['방효', 1], ['상큼', 1], ['신맛', 1], ['입안', 1], ['깔끔', 1], ['넘김', 1], ['단감', 1], ['은은', 1], ['단맛', 1], ['조화', 1]]","[('주', 2), ('증류주', 2), ('방식', 1), ('양주', 1), ('상큼', 1), ('깔끔', 1), ('은은', 1), ('단맛', 1)]"
52,52,가야금주,"순곡주 전통방식 이양주 담금
생강 발효 증류주

알싸한 생강향의 풍미
한 모금의 목 넘김으로 
두가지 향과 맛을 느낄 수 있는 증류주","[['생강', 2], ['증류주', 2], ['곡주', 1], ['전통', 1], ['방식', 1], ['양주', 1], ['담금', 1], ['발효', 1], ['알싸', 1], ['풍미', 1], ['모금', 1], ['넘김', 1], ['가지', 1]]","[('생강', 2), ('증류주', 2), ('주', 1), ('방식', 1), ('양주', 1), ('발효', 1)]"
53,53,가야 25,"순곡주 전통방식 이앙주 담금
장군차 증류주

장군차 증류로 부드러운 목 넘김
순곡주 증류로 묵직하고 풍부한 맛과 향이 살아있는 증류주","[['곡주', 2], ['장군', 2], ['증류주', 2], ['증류', 2], ['전통', 1], ['방식', 1], ['앙주', 1], ['담금', 1], ['넘김', 1], ['묵직', 1], ['풍부', 1]]","[('주', 2), ('장군', 2), ('증류주', 2), ('증류', 2), ('방식', 1), ('앙주', 1), ('부드럽', 1), ('묵직', 1), ('풍부', 1)]"
54,54,복순도가 손막걸리,"손막걸리를 담아낸 곡선과
그 속의 백미는
복순도가가 추구하는
한국 전통의 아름다움입니다.
투명한 병은 천연 탄산이
자연히 섞이는 과정을
꾸밈없이 보여주고,
유려한 곡선은 장인의
섬세한 손길을 나타냅니다.

복순도가福川頁都家는
기다림과 정성으로
백미 白眉를 빚어냅니다
천연탄산은
긴 발효의 기다림이 주는
선물입니다","[['곡선', 2], ['백미', 2], ['순도', 2], ['탄산', 2], ['기다림', 2], ['막걸리', 1], ['추구', 1], ['한국', 1], ['전통', 1], ['아름다움', 1], ['투명', 1], ['과정', 1], ['유려', 1], ['장인', 1], ['섬세', 1], ['손길', 1], ['福', 1], ['川', 1], ['頁', 1], ['都家', 1], ['정성', 1], ['白', 1], ['眉', 1], ['발효', 1], ['선물', 1]]","[('곡선', 2), ('백미', 2), ('탄산', 2), ('막걸리', 1), ('순도', 1), ('가가', 1), ('한국', 1), ('아름답', 1), ('유려', 1), ('장인', 1), ('섬세', 1), ('순', 1), ('도가', 1), ('길', 1), ('발효', 1)]"
55,55,고소리술 40,"소주 내리는 기구를 소춧고리 또는 고조리라 하는데
제주도에서는 방언으로 고소리라고 합니다』
고소리술은 좀쏼과 누룩(발효제)으로 빚은 오에기술을
고소리라는 도기를 사용하며 증류시 간
과거 조상들이 즐겨 마셨던 제주 지역의 토속 소주입니다,
약 750년 전 고려시대 때 전파되어
현재까지 전해 내려오는 제주도의 전통주입니다.","[['소주', 2], ['제주도', 2], ['고소리', 2], ['기구', 1], ['춧고리', 1], ['고조', 1], ['리라', 1], ['방언', 1], ['소리', 1], ['쏼과', 1], ['누룩', 1], ['발효제', 1], ['오에', 1], ['기술', 1], ['도기', 1], ['사용', 1], ['증류', 1], ['과거', 1], ['조상', 1], ['제주', 1], ['지역', 1], ['토속', 1], ['750', 1], ['고려', 1], ['시대', 1], ['전파', 1], ['현재', 1], ['전통주', 1]]","[('리라', 2), ('제주도', 2), ('소주', 1), ('고조', 1), ('방언', 1), ('고소리술', 1), ('누룩', 1), ('발효', 1), ('오', 1), ('고소', 1), ('증류', 1), ('제주', 1), ('고려', 1), ('시대', 1), ('전해', 1), ('전통주', 1)]"
56,56,선희10,"선희10은
항아리에서 100일 동안
저온 발효 숙성하는
오렌지 & 중주 사과 막걸리입니다. I

밑술은 죽으로 빚고, 덧술은 잡쌀 고두밥으로 본화하여
약 100일 동안 항아리에서 저온 발효 숙성시커
완성 후 오렌지와 중주 사과를 넣어 어울리도록 만들었습니다.

선의10은 술 큐레이터 1호 'Sunny' 와 최연소로
무영문화재가 된 성영주 제조기능보유자 김영섭 명인의
콜라보레이선으로 탄생한 오렌지 & 중주 사과 블랜닝 막걸리입니다.

술맛이 깔끔하고 산미가 좋으며,
오렌지의 쌉쌀한 양과 사과의 풍미가 특징,
기름진 요리나 양념이 강한 육류와도 잘 어울립니다.","[['오렌지', 4], ['사과', 4], ['중주', 3], ['10', 2], ['항아리', 2], ['100', 2], ['동안', 2], ['저온', 2], ['발효', 2], ['숙성', 2], ['막걸리', 2], ['선희', 1], ['밑술', 1], ['고두밥', 1], ['시커', 1], ['완성', 1], ['큐레이터', 1], ['Sunny', 1], ['연소', 1], ['무영', 1], ['문화재', 1], ['영주', 1], ['제조', 1], ['기능', 1], ['보유자', 1], ['김영섭', 1], ['명인', 1], ['콜라보', 1], ['레이선', 1], ['탄생', 1], ['술맛', 1], ['깔끔', 1], ['산미', 1], ['쌉쌀', 1], ['풍미', 1], ['특징', 1], ['요리', 1], ['양념', 1], ['육류', 1]]","[('오렌지', 4), ('중주', 3), ('사과', 3), ('10', 2), ('항아리', 2), ('발효', 2), ('막걸리', 2), ('선희', 1), ('숙성', 1), ('시커', 1), ('선의', 1), ('최', 1), ('연소', 1), ('영', 1), ('영주', 1), ('김영섭', 1), ('명인', 1), ('콜', 1), ('라보', 1), ('레이', 1), ('깔끔', 1), ('좋', 1), ('기름지', 1), ('강하', 1)]"
57,57,너브내 스파클링 로제 스위트,"샤르망 방식으로 만든 장밋빛의 로제 스파클링 와인으로, 특별한 안주 없이 즐길 수 있으며 달콤한 케이크와 같은 디저트와 함께 드셔도 좋은 스위트 와인입니다.","[['와인', 2], ['샤르망', 1], ['방식', 1], ['장밋빛', 1], ['로제', 1], ['스파클', 1], ['특별', 1], ['안주', 1], ['달콤', 1], ['케이크', 1], ['디저트', 1], ['스위트', 1]]","[('와인', 2), ('스파크', 1), ('특별', 1), ('안주', 1), ('달콤', 1), ('케이크', 1), ('같', 1), ('디저트', 1), ('좋', 1)]"
58,58,감천막걸리,"살아있는 유산균이 가득한 생 막걸리
부드러움 득하고 달콤하고 고소한 막걸 리
술린이를 위한 달달하고 부드러운 막걸리
다양한 과일향과 꽃향을 가득 품은 막걸리
부산 ±벗별쌀 사용으로 지역 농가와 함께 만든 전통 막걸리

샛별처럼 빛나는 쌀은 미질이 우수한 품종의 벼만을
엄선 수매하여 가공처리한 쌀입니다. 샛별쌀의 특징으로는
쌀알이 여물고 굵기가 균일하여 밥맛이 뛰어난 쌀입니다.

본연의 맛은 더 깊게 자연 발효로 풍부한 풍미
쌀, 누룩, 정제수 최상의 원료를 사용, 우유의 부드러움까지

부드리운 목님김과
은은한 단맛의 조화","[['막걸리', 4], ['부드러움', 2], ['사용', 2], ['샛별', 2], ['유산균', 1], ['달콤', 1], ['고소', 1], ['린이', 1], ['다양', 1], ['일향', 1], ['부산', 1], ['지역', 1], ['농가', 1], ['전통', 1], ['미질', 1], ['우수', 1], ['품종', 1], ['엄선', 1], ['수매', 1], ['가공', 1], ['처리', 1], ['특징', 1], ['쌀알', 1], ['굵기', 1], ['균일', 1], ['밥맛', 1], ['본연', 1], ['자연', 1], ['발효', 1], ['풍부', 1], ['풍미', 1], ['누룩', 1], ['정제', 1], ['최상', 1], ['원료', 1], ['우유', 1], ['은은', 1], ['단맛', 1], ['조화', 1]]","[('막걸리', 4), ('부드럽', 3), ('샛별', 2), ('유산', 1), ('달콤', 1), ('고소', 1), ('린', 1), ('이', 1), ('다양', 1), ('일향', 1), ('부산', 1), ('농가', 1), ('미', 1), ('품종', 1), ('가공', 1), ('뛰어나', 1), ('깊', 1), ('발효', 1), ('풍부', 1), ('누룩', 1), ('정제', 1), ('우유', 1), ('김', 1), ('은은', 1), ('단맛', 1), ('조화', 1)]"
59,59,비틀 45,"비틀 45는 알콜 45%의 증류주입니다. 16을 연속증류하여, 오크칩(통)을 사용하여 오크향을 더했습니다","[['45', 2], ['오크', 2], ['비틀', 1], ['알콜', 1], ['증류주', 1], ['16', 1], ['연속', 1], ['증류', 1], ['사용', 1]]","[('오크', 2), ('비틀', 1), ('45', 1), ('증류주', 1), ('연속', 1), ('증류', 1)]"
60,60,비틀 10,"비틀 16은 알콜 16%의 청주입니다. 저온에서 두 번 담금의 윗술로 맑고 투명하고, 깔끔합니다
쌀, 물, 누룩만으로 황색, 로제는 돌배가 원료로 추가되고, 검붉은 색을 띕니다","[['16', 2], ['비틀', 1], ['알콜', 1], ['청주', 1], ['저온', 1], ['담금', 1], ['투명', 1], ['깔끔', 1], ['누룩', 1], ['황색', 1], ['로제', 1], ['돌배', 1], ['원료', 1], ['추가', 1]]","[('비틀', 1), ('16', 1), ('청주', 1), ('온', 1), ('맑', 1), ('깔끔', 1), ('누룩', 1), ('검붉', 1)]"
61,61,비틀 10,"비틀 10은 알콜 10%의 탁주입니다. 저온에서 두 번 담아 3개월 발효, 채주하여 1개월 숙성, 병입합니다.
발효와 숙성과정에서 쌀누룩술의 향미에 떫고 텁텁함이 더해집니다","[['10', 2], ['개월', 2], ['발효', 2], ['숙성', 2], ['비틀', 1], ['알콜', 1], ['탁주', 1], ['저온', 1], ['채주', 1], ['과정', 1], ['쌀누룩', 1], ['향미', 1], ['텁텁', 1]]","[('발효', 2), ('숙성', 2), ('비틀', 1), ('10', 1), ('온', 1), ('주하', 1), ('과정', 1), ('누룩', 1), ('미', 1), ('떫', 1), ('텁텁', 1)]"
